,Date,Ingredients
10,2019-12,"TheVODKA MARTINIis a standard that displaced the traditional gin martini. It was made more famous in the sixties of course by Ian Fleming’s James Bond — “shaken, not stirred.”  It’s simple to make, but delicate to the drinker’s taste.  Most are customized to the customer’s vodka choice and amount of dry vermouth used.  “Extra dry” is usually a request for just a hint of vermouth via a splash, while no extra dry request might mean 3/4 oz of dry vermouth (1 pony) per 3 oz. vodka (2 jiggers).,Required:  Vodka, extra dry vermouth, green pimento martini olives,Fill a shaker with ice.  Pour 3/4 oz. dry vermouth into shaker.  Shake it in order to thoroughly distribute the shaker with vermouth.  Pour excess vermouth out through a strainer for an extra dry martini; leave vermouth in for a standard formula martini.  Add 3 oz. (2 jiggers) of vodka.  Shake vigorously for 5-10 seconds.  Strain into a martini glass (pre-chilled is ideal) and serve with green pimento martini olives or lemon peel.  Usually it’s served straight up, although some might like ice.,Tip:  There is no disguising a bad vodka in a martini.  So use the best you have.,Date of origin: Approximately 1904 for the gin martini and about 1934 for vodka martini.,Movie/TV Character Signature Drink:  James Bond,HAPPY NEW YEAR!,April 25, 2020,June 5, 2020,February 9, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
11,2022-03,"If you’re looking for a simply-made two-ingredient cocktail that sips well, look no further.  TheBATISTEis a very flavorful rum/Grande Marnier mix that can be tailored to your mood.  If going for a lighter flavor, use golden rum; if you prefer more depth and flavor, use dark rum.  A simple 2:1 ratio of rum to Grand Marnier makes it easy to remember at the home bar or easy to order with a bartender.,Add ingredients to an ice-filled mixing glass and stir to chill.  Strain into a cocktail glass and garnish with an orange peel.,Comments:After taste-testing two types of golden rum and two dark rums in this mix, I preferred Gosling’s Black Seal dark rum.  It was full-flavored, more complex and had a nice finish. Using an aged (8-12 year) dark rum, however, gave it too much bitter aftertaste. The 3-year and 5-year aged golden rums used were less flavorful to me, a bit overpowered by Grand Marnier.  But I might feel differently about them on a summer day.,Tags:batistecocktailgrandemarniergrandmarnierrumrumcocktailsrumdrinks,March 16, 2022,November 5, 2020,July 18, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
12,2020-03,"TheBLACK RUSSIANis simple to make, requiring just two ingredients: vodka & Kahlua.  Kahlua is a Mexican liqueur made from rum, sugar, vanilla bean, and arabica coffee. It alone contains 20% alcohol. Given that each bottle is seven years in the making, it’s amazing that Kahlua is inexpensive at about $13 for 375 ml.  Any vodka can be used in the mix, preferably Russian Standard to maintain the theme. The proportions are 2:1, vodka to Kahlua.,Mix the liquid ingredients in an ice-filled glass and stir well.  Drop a cherry in the drink, preferably a Luxardo maraschino cherry.,Comment:For those resistant to big complicated cocktail recipes standing in the way of a drink, this one won’t interfere. It takes less than five minutes.  It’s a two-fer cocktail — two tips of two bottles and a cherry.  Just stir it.,To your health!,Tags:black_russianblackrussianluxardorussianstandardrussianvodkavodka,February 16, 2021,January 24, 2020,June 5, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
13,2020-07,"Cachaca is to Brazil’sCAIPIRINHA,as Tequila is to Mexico’sMargarita;though theCaipirinhais less Americanized as theMargarita.TheCaipirinha’sbasic recipe is very simple but requires that you muddle sugar onto crushed quarters of lime before adding cachaca. When prepared properly, it’s one of the most refreshing of cocktails. For that reason and its ease of preparation, every household would benefit by having a bottle of cachaca on hand.,Requirements:Cachaca, fresh lime, sugar, muddler.,Cut half lime into 4 quarters. Cut away white skin from lime to avoid bitterness. Put lime quarters into glass along with 2 teaspoons of sugar and crush with muddler, 14-15 times. Add cachaca. Add either small ice cubes or crushed ice. Stir well and garnish glass with lime wheel or wedge.,The facts about Cachaca:Cachaca is fermented and distilled from sugar cane, though not from the molasses side-product that rum requires. Cachaca is distinctly Brazilian because it is aged in Brazilian hardwoods; rum is aged in bourbon barrels constructed from American oak and can be made anywhere.,Comment:There are a couple of tips given by Brazilian friends. First, using good Cachaca is key. I’ve been presented with two excellent bottles of cachaca which I list below. Second, it’s been suggested that the white skin on a lime can create a bitterness to the drink, so it’s recommended that it be cut away before adding to the glass. Getting the proper balance between sugary sweetness, strong cachaca and lime’s tartness is tricky and may require some improvisation. As someone who tries to limit sugar intake, I’ve tried all forms of alternative sweeteners and nothing works as well as plain old sugar.,Tim-tim! (pronounced “chin chin”).  Stay safe, Brazil!,Recommended Cachaca:Seleta(www.cachacaseleta.com.br) Cachaca;Vitalina — Serie PrataCachaca,Tags:brazilbraziliancocktailscachacacaipirinhacocktailslimecocktailslimejuiceseletavitalina,June 4, 2021,February 4, 2020,May 18, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
14,2020-01,"Think, Stephen King and Captain Jack Sparrow walk into a bar together and want something quick so that they can get on with writing horror and storming the Caribbean. It’s a cool name for a simple drink.,TheDARK & STORMYis a Moscow Mule with dark rum replacing vodka, and lime used for garnish. Goslings trademarked the drink for their own Black Seal rum.,Requirments:  dark rum, ginger beer, lime, angostura bitters (optional),Fill an old-fashioned glass with ice.  Pour ingredients into glass and stir.  Add lime wedge as a garnish to the glass.,Some bartenders pour the ginger beer into a tall glass with ice, then add the dark rum slowly so that it separates like a black & tan.  If you like to drink 151-proof rum followed by ginger beer, fine.  I prefer to mix them together in an old-fashioned glass filled with ice, stir slowly and squeeze the wedge of lime juice into the drink, then add a fresh wedge of lime for the option of more lime juice.  Adding a dash of angostura bitters is a nice touch.,Sip slowly, it’s not iced tea.  If you drink fast, you’ll be acting like Jack Sparrow on a bad day, running up and down the beach with an eye patch and pirate hat.  Sip slowly and you might just have a Stephen King rush of creativity to write a great novel about a would-be writer who goes berserk at an old majestic hotel in the northwest — but it might have been done already. The Dark & Stormy hits the spot on a summer day if you have a salty snack with it.  It’s even better at a beach location where you can live out the birthplace of the drink.,Ginger Beer Recommendations:  Saranac Diet Ginger Beer, Fentimans Botanically Brewed Ginger Beer,August 9, 2020,July 1, 2020,September 24, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
15,2022-02,"Developed in McKeesport just southeast of Pittsburgh, theFUSSFUNGLEsweetens a rye Old-Fashioned with a special recipe of burnt brown sugar and molasses.  The sweetening mixture makes for a delicious whiskey treat and should be prepared in advance.  If you’re in the mood for something a little sweeter after dinner, a perfect companion for a cigar or even a 5PM pick-me-up, theFussfungleis a tasty two-ingredient cocktail to serve and quick to prepare when the syrup is in hand.,Requirements:Rye whiskey (Rittenhouse Bottled-In-Bond preferred), burnt brown sugar & molasses syrup (brown sugar, water, molasses), orange bitters (optional), orange peel garnish (optional),Add first the syrup to an ice-filled mixing glass, then the whiskey. A dash or two of orange bitters is optional. Stir until very chilled. Strain over a large ice cube in a rocks glass.  An orange peel may be added as garnish.,Burnt Brown Sugar-Molasses Syrup– Heat ½ cup of brown sugar in a small saucepan until sugar begins to darken on the edges. Stir and continue to cook over medium heat until melted and darkened further. Remove from heat and add ½ cup of water. Stir until sugar has dissolved fully and add ¼ cup molasses. Stir until molasses has dissolved. Remove from heat and refrigerate for up to one month.*,Comments:I used organic blackstrap molasses with brown sugar and found it delicious. If preparing as a standard Old-Fashioned, I’d use 1/2 – 3/4 oz. brown sugar-molasses syrup. The ratio of 2:1 whiskey to syrup works best for a sweeter drink.,History:TheFussfunglebecame Pittsburgh’s most popular nationwide cocktail export pre-prohibition. The Slavic community of McKeesport, PA created and developed it at the turn of the century.,* FromPITTSBURGH DRINKS, Cody McDevitt & Sean Enright, 2017 American Palate Publishing,Tags:brownsugarmolassesfussfunglemckeesportmckeesportpaoldfashionedpittsburghcocktailspittsburghdrinksrittenhousebottledinbondrittenhouseryerittenhousewhiskeyryeryecocktailsryedrinkssyrup,September 16, 2020,January 20, 2020,March 5, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
16,2021-12,"TheGODFATHERmakes you an offer you can’t refuse:  A good cocktail which requires just two ingredients — blended scotch whisky and amaretto. Some people might choose single malt scotch or even bourbon.  The almond-flavored amaretto softens the whisky, but at the lower proportion doesn’t mask it.  And vice-versa, the scotch softens the amaretto liqueur.  Though some recipes for this cocktail call for equal parts of each ingredient, this one tones down the sweetness and merely accents the whisky with liqueur.,Requirements:whisky (blended scotch preferred), amaretto,Combine both ingredients into an ice-filled cocktail glass and stir.  A dash of Angostura bitters is optional.,Comments:This is a 70’s drink named after the movie,TheGodfather.It’s the patriarch drink of the family, which includes theGodmother(vodka & amaretto) and theGodchild(vodka, amaretto, cream).  The Godfather cocktail is not often found in bars, but is an excellent drink to enjoy at home, especially given the ease of preparation.  I tried the Godfather with single-malt scotch and found that it sharpened the drink with citrussy flavors.,Tags:amarettococktailsamarettodisaronnococktaildewarsdisaronnogodfathergodfathercocktailthegodfatherwhiskeywhiskywhiskycocktails,July 15, 2020,August 9, 2020,April 5, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
17,2020-10,"If ever there’s a quick two-ingredient cocktail to make in two minutes, it’s theJEAN HARLOW.I didn’t think I’d like sweet vermouth mixed with white rum. I would have thought dark, aged rum would mix better.  But this is a great alternative to the whiskey Manhattan.  I recommend this for anyone who doesn’t have the time or inclination to measure out a mixture of 4-5 ingredients, but wants something more interesting than a hard liquor poured over ice.,Stir all ingredients in an ice-filled glass.  Strain into a chilled martini glass.  Garnish with a lemon peel.,Comment:Jean Harlow was the platinum-blonde actress of the 1930’s who died tragically young at age 26 during the filming ofSaratoga.  The cocktail was created during her heyday and was one of her favorites, and thereafter given her name.,Since sweet vermouth is an equal partner in this cocktail, the better the vermouth the better the drink.,Tags:jeanharlowcocktailrumsweetvermouthvermouth,March 1, 2022,September 30, 2020,December 30, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
18,2021-03,"You’ll not find theMANHATTAN MINUTEanywhere but here.  It’s self-created, self-named and is offered to the home bartender as aManhattansubstitute when preparation-time is short or good sweet vermouth is not available.  Aperol replaces the sweet vermouth and bitters which comprise a traditionalManhattan, allowing the preparer to mix aManhattan-like cocktail in less time with just two easily-measured ingredients.,Aperol is the Italian bitter orange liqueur famously known for the Aperol Spritz served in the northern part of Italy during “apertif hour”.  It’s in the same family as Campari, but a little less bitter and more refined.  For this drink, I suggest a 4:1 ratio of whiskey to Aperol.,Requirements:Bourbon, rye or other blended whiskey and Aperol.  Maraschino cherry for garnish.,Combine whiskey and Aperol in an ice-filled glass and stir for 30 seconds.  Strain into a chilled cocktail glass and garnish with a maraschino cherry.,Comments:There’s nothing worse than ruining a good whiskey with a cheap sweet vermouth.  Mixing with a little Aperol instead of bad vermouth or unavailable vermouth solves that problem and doesn’t require the added bitters.  Lets face it, sometimes we just want the drink and not spend time preparing.  This is about as simple as a cocktail mix can get and still yield a smooth, tasty whiskey drink.  I’m not sure that a blind, taste-test could differentiate between a traditionalManhattanand myManhattan Minute.  Delicious!,Tags:aperitivoaperolbourboncocktailcocktailsevanwilliamskentuckykentuckybourbonmanhattanmanhattancocktailmanhattanminutewhiskeywhiskeydrinkswhisky,August 16, 2021,April 16, 2022,September 2, 2020,Genius!,Genius!  Love it – on it!,I made myself one tonight to celebrate Garza, Big10 showing in rankings, even UM coach.  I swear I like these better than vermouth Manhattans.  There’s not the medicinal aftertaste that Vermouth sometimes has. Please try it and tell me what you think.,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
19,2022-05,"TheMINT JULEPis best known as the featured beverage at the Kentucky Derby which runs this Saturday, May 7. There are strong opinions on the correct way to mix aMint Julep, especially in the U.S. south. TheKeet’s Cocktailsvideo link belowdemonstrates my favorite mix, which is the more common. It’s easy to make and well worth the muddle if you have fresh mint available.,Requirements:bourbon, mint leaves & sprigs, sugar (or simple syrup), crushed ice, water (or club soda),In the bottom of a julep cup or old-fashioned glass, muddle the mint leaves, sugar and water (or club soda). Fill the glass halfway with crushed ice and stir in the bourbon. Fill the rest of the glass with crushed ice and garnish with a mint sprig (or two). It may be served with a straw.,Comments:It’s fine to drink aMint Julepout of an old-fashioned or Collins glass, but it’s even better to own a set of pewter or silver julep cups if you enjoy the drink frequently. The metal conducts the cold from the crushed ice nicely.,History:TheMint Julepdates back to 1875 when the horse owners brought their bourbon whiskey along with their horses into town. The concoction of bourbon, mint, sugar and water was actually a re-make of earlier juleps which Americans drank with brandy, rum and even scotch.,Tags:bourbonbourbondrinksbourbonwhiskeyclubsodacocktailcocktailscollinsglassgarnishjiggerjulepcupkentruckyderbydrinkskentuckyderbykentuckyderbycocktailmintmintjulepmintleavesmintsprigsmuddleoldfashionedglasspewterjulepcupsponysilverjulepcupswhiskeywhiskywoodfordreserve,August 7, 2020,October 28, 2021,January 12, 2020,Appreciate this post. Let me try it out.,Your email address will not be published.Required fields are marked*,Comment*,Name*,Email*,Website,Notify me of follow-up comments by email.,Notify me of new posts by email.,,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
20,2021-03,"AMistis simply straight liquor poured over crushed ice, in this case Scotch, for aSCOTCH MIST.So why do it? Won’t it make the whisky watery?  Actually, the crushed ice doesn’t dilute the whisky’s flavor…unless you drink it 3 hours later. The whisky’s underlying taste will seem more vibrant than if you were to gulp it down straight.  But where crushed ice awaits, you should use a full-bodied 12-year Scotch from the Highlands so that it’s a beautiful mist that envelopes you in fragrant layers of flavor, not a watered-down fog more suited to an amusement park thirst-quencher. The same holds true for using a quality aged bourbon, rye or rum.,Requirements:12+year Scotch, lemon peel, crushed ice,Fill an old-fashioned glass with crushed ice and pour in Scotch.  Twist lemon peel over drink and drop in glass.,Comments:In the 1946 filmThe Big Sleep, Lauren Bacall orders aScotch Mistfrom a bar, the “femme fatale’s drink of choice”.  It’s not the more commonly ordered bar drink of 2021, but it’s certainly easy to make at home.  And that’s the reason I’ve posted this here, in addition to it’s ability to lift a good whisky or rum to its best without the interference of mixers.,Tags:aberfeldyscotchscotchscotchdrinksscotchmistscotchwhisky,December 30, 2021,January 28, 2020,October 24, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
